,WL,power
247,1.3052364e-06,-36.521882
248,1.3052576e-06,-35.7237248
249,1.3052788e-06,-36.8092041
250,1.3053e-06,-40.0419759
251,1.3053212e-06,-44.6618036
252,1.3053424e-06,-49.4543821
253,1.3053636000000001e-06,-54.6809653
254,1.3053848e-06,-58.0083318
255,1.305406e-06,-59.6552378
256,1.3054272e-06,-62.584041
257,1.3054484e-06,-62.5568095
258,1.3054696e-06,-66.3678895
259,1.3054908000000001e-06,-65.586608
260,1.305512e-06,-63.7240816
261,1.3055332e-06,-63.5800862
262,1.3055544e-06,-66.2038241
263,1.3055756e-06,-65.421335
264,1.3055968e-06,-65.3081959
265,1.3056180000000001e-06,-66.8333703
266,1.3056392e-06,-66.5538906
267,1.3056604e-06,-65.3824263
268,1.3056816e-06,-65.8545109
269,1.3057028e-06,-69.4651959
270,1.305724e-06,-67.9823222
271,1.3057452000000001e-06,-65.9340271
272,1.3057664e-06,-63.5388611
273,1.3057876e-06,-64.1981308
274,1.3058088e-06,-69.4651959
275,1.30583e-06,-67.6335076
276,1.3058512e-06,-66.1424424
277,1.3058724000000001e-06,-66.1410652
278,1.3058936e-06,-65.6671867
279,1.3059148e-06,-65.7554268
280,1.305936e-06,-64.9283215
281,1.3059572e-06,-65.0787875
282,1.3059784e-06,-64.0597322
283,1.3059996e-06,-60.9120024
284,1.3060208e-06,-60.5881497
285,1.306042e-06,-57.7389458
286,1.3060632e-06,-54.1530305
287,1.3060844e-06,-48.8964883
288,1.3061056e-06,-44.7109766
289,1.3061268e-06,-40.2620987
290,1.306148e-06,-35.7778553
291,1.3061692e-06,-33.4481691
292,1.3061904e-06,-32.5636207
293,1.3062116e-06,-33.8044579
294,1.3062328e-06,-38.3510056
295,1.306254e-06,-43.3163226
296,1.3062752e-06,-48.2912445
297,1.3062964e-06,-54.375015
298,1.3063176e-06,-57.9307135
299,1.3063388e-06,-61.2772142
300,1.30636e-06,-63.1057081
301,1.3063812e-06,-65.3804033
302,1.3064024e-06,-62.7319173
303,1.3064236e-06,-63.7750904
304,1.3064448e-06,-65.8918924
305,1.306466e-06,-65.252853
306,1.3064872e-06,-68.8719063
307,1.3065084e-06,-65.1847898
308,1.3065296e-06,-69.4605729
309,1.3065508e-06,-67.6415243
310,1.306572e-06,-65.5141964
311,1.3065932e-06,-66.2577679
312,1.3066144e-06,-64.4348862
313,1.3066356e-06,-67.6673752
314,1.3066568000000001e-06,-68.0896266
315,1.306678e-06,-65.9951754
316,1.3066992e-06,-67.6597991
317,1.3067204e-06,-68.7087733
318,1.3067416e-06,-66.7117492
319,1.3067628e-06,-69.4605729
320,1.3067840000000001e-06,-66.0759775
321,1.3068052e-06,-65.4069214
322,1.3068264e-06,-63.3257888
323,1.3068476e-06,-62.6128189
324,1.3068688e-06,-63.3227294
325,1.30689e-06,-62.1691071
326,1.3069112000000001e-06,-61.1986279
327,1.3069324e-06,-60.7611983
328,1.3069536e-06,-58.4982944
329,1.3069748e-06,-54.0976284
330,1.306996e-06,-50.3504825
331,1.3070172e-06,-45.363781
332,1.3070384000000001e-06,-40.5812849
333,1.3070596e-06,-35.9531845
334,1.3070808e-06,-32.2878117
335,1.307102e-06,-29.7194862
336,1.3071232e-06,-28.9280487
337,1.3071444e-06,-30.6801975
338,1.3071656e-06,-34.7112302
339,1.3071868e-06,-41.0253256
340,1.307208e-06,-46.0009178
341,1.3072292e-06,-51.3013637
342,1.3072504e-06,-56.4051895
343,1.3072716e-06,-59.6316427
344,1.3072928e-06,-61.8314073
345,1.307314e-06,-62.69424
346,1.3073352e-06,-64.084102
347,1.3073564e-06,-66.7784083
348,1.3073776e-06,-63.9249881
349,1.3073988e-06,-65.4015467
350,1.30742e-06,-66.0742822
351,1.3074412e-06,-65.5852448
352,1.3074624e-06,-66.8898548
353,1.3074836e-06,-67.0871194
354,1.3075048e-06,-64.2252846
355,1.307526e-06,-63.9239549
356,1.3075472e-06,-69.4559548
357,1.3075684e-06,-69.4559548
358,1.3075896e-06,-69.4559548
359,1.3076108e-06,-66.8174521
360,1.307632e-06,-65.2559404
361,1.3076532e-06,-65.5668079
362,1.3076744e-06,-66.1822243
363,1.3076956e-06,-63.7878867
364,1.3077168e-06,-67.9196561
365,1.307738e-06,-66.1662678
366,1.3077592e-06,-67.1594118
367,1.3077804e-06,-63.3918176
368,1.3078016e-06,-62.9528718
369,1.3078228e-06,-61.9167199
370,1.307844e-06,-61.7434843
371,1.3078652e-06,-59.6825393
372,1.3078864e-06,-57.5099497
373,1.3079076e-06,-53.3571543
374,1.3079288e-06,-48.2366472
375,1.30795e-06,-41.8842429
376,1.3079712e-06,-36.8706897
377,1.3079924e-06,-31.3132281
378,1.3080136e-06,-27.6341562
379,1.3080348e-06,-24.8317839
380,1.308056e-06,-24.3075524
381,1.3080772000000001e-06,-27.1380362
382,1.3080984e-06,-32.2705723
383,1.3081196e-06,-38.9934634
384,1.3081408e-06,-44.7935434
385,1.308162e-06,-50.3873707
386,1.3081832e-06,-55.4476649
387,1.3082044000000001e-06,-59.0834636
388,1.3082256e-06,-60.8121649
389,1.3082468e-06,-63.4501501
390,1.308268e-06,-61.7056327
391,1.3082892e-06,-62.7673907
392,1.3083104e-06,-65.5140474
393,1.3083316e-06,-64.9246779
394,1.3083528e-06,-65.233397
395,1.308374e-06,-64.7169245
396,1.3083952e-06,-67.5888379
397,1.3084164e-06,-64.6019021
398,1.3084376e-06,-65.0770358
399,1.3084588e-06,-66.975149
400,1.30848e-06,-64.3531564
401,1.3085012e-06,-65.6781578
402,1.3085224e-06,-65.839391
403,1.3085436e-06,-69.4513416
404,1.3085648e-06,-63.0334117
405,1.308586e-06,-64.6052846
406,1.3086072e-06,-65.451775
407,1.3086284e-06,-65.7864061
408,1.3086496e-06,-68.7156183
409,1.3086708e-06,-66.5075745
410,1.308692e-06,-65.1005404
411,1.3087132e-06,-64.6424237
412,1.3087344e-06,-63.1736623
413,1.3087556e-06,-62.6621371
414,1.3087768e-06,-58.893944
415,1.308798e-06,-57.4217764
416,1.3088192e-06,-54.65331
417,1.3088404e-06,-51.7836877
418,1.3088616e-06,-45.2972408
419,1.3088828e-06,-39.8778634
420,1.308904e-06,-34.792122
421,1.3089252e-06,-30.2314333
422,1.3089464e-06,-25.8929082
423,1.3089676e-06,-22.4425138
424,1.3089888e-06,-20.7119515
425,1.30901e-06,-22.0311038
426,1.3090312e-06,-27.5013844
427,1.3090524e-06,-32.8980501
428,1.3090736e-06,-37.9510536
429,1.3090948e-06,-43.6339266
430,1.309116e-06,-49.6222405
431,1.3091372e-06,-54.3965234
432,1.3091584e-06,-59.1459983
433,1.3091796e-06,-61.0413392
434,1.3092008e-06,-62.4526508
435,1.309222e-06,-63.8585414
436,1.3092432e-06,-63.315719
437,1.3092644e-06,-64.6524302
438,1.3092856e-06,-64.7580382
439,1.3093068e-06,-65.924028
440,1.309328e-06,-65.644099
441,1.3093492e-06,-66.3337491
442,1.3093704e-06,-65.6579369
443,1.3093916e-06,-64.2133425
444,1.3094128e-06,-64.2390365
445,1.309434e-06,-66.6287313
446,1.3094552e-06,-69.4467334
447,1.3094764e-06,-67.8545602
448,1.3094976e-06,-68.4913989
449,1.3095188e-06,-67.1392216
450,1.30954e-06,-65.3451525
451,1.3095612e-06,-65.2645123
452,1.3095824e-06,-63.5006468
453,1.3096036e-06,-63.3329958
454,1.3096248e-06,-65.3633896
455,1.309646e-06,-62.3381496
456,1.3096672e-06,-63.6936047
457,1.3096884e-06,-61.1757436
458,1.3097096e-06,-59.9857409
459,1.3097308e-06,-56.5945112
460,1.309752e-06,-54.7722316
461,1.3097732e-06,-50.2469033
462,1.3097944e-06,-44.1252757
463,1.3098156e-06,-38.9628094
464,1.3098368e-06,-33.7779871
465,1.309858e-06,-28.2915771
466,1.3098792e-06,-24.1587116
467,1.3099004e-06,-19.3998439
468,1.3099216e-06,-17.539585
469,1.3099428e-06,-18.8116012
470,1.309964e-06,-23.1040267
471,1.3099852e-06,-28.4826521
472,1.3100064e-06,-34.7527679
473,1.3100276e-06,-40.2600506
474,1.3100488e-06,-45.0889775
475,1.31007e-06,-51.5976926
476,1.3100912e-06,-56.5443611
477,1.3101124e-06,-59.6147578
478,1.3101336e-06,-61.2280702
479,1.3101548e-06,-61.9068402
480,1.310176e-06,-66.0110155
481,1.3101972e-06,-64.9361396
482,1.3102184e-06,-62.7137413
483,1.3102396e-06,-64.6798832
484,1.3102608e-06,-66.0661541
485,1.310282e-06,-64.2821259
486,1.3103032e-06,-69.442314
487,1.3103244e-06,-66.7553477
488,1.3103456e-06,-69.442314
489,1.3103668e-06,-64.6338998
490,1.310388e-06,-69.442314
491,1.3104092e-06,-68.1079968
492,1.3104304e-06,-65.1438286
493,1.3104516e-06,-69.442314
494,1.3104728e-06,-64.8706441
495,1.310494e-06,-65.0764969
496,1.3105152e-06,-65.169212
497,1.3105363999999999e-06,-62.9977098
498,1.3105576e-06,-63.0826667
499,1.3105788e-06,-61.1322886
500,1.3106e-06,-59.1989929
501,1.3106212e-06,-57.3113141
502,1.3106424e-06,-55.0746923
503,1.3106636e-06,-52.4242385
504,1.3106848e-06,-50.3542589
505,1.310706e-06,-46.1332511
506,1.3107272e-06,-40.5100935
507,1.3107484e-06,-34.6156613
508,1.3107696e-06,-29.4070164
509,1.3107908e-06,-24.7321788
510,1.310812e-06,-20.2353044
511,1.3108332e-06,-16.1662903
512,1.3108544e-06,-14.2264475
513,1.3108756e-06,-14.4136301
514,1.3108968e-06,-17.8684899
515,1.310918e-06,-23.2589445
516,1.3109392e-06,-29.5871714
517,1.3109604e-06,-34.9036132
518,1.3109816e-06,-40.3207632
519,1.3110028e-06,-46.3536082
520,1.311024e-06,-52.9688607
521,1.3110452e-06,-56.4598203
522,1.3110664e-06,-58.4687769
523,1.3110876e-06,-59.4143189
524,1.3111088e-06,-61.3554185
525,1.31113e-06,-62.3618765
526,1.3111512e-06,-64.3358574
527,1.3111724e-06,-64.0967683
528,1.3111936e-06,-65.2220994
529,1.3112148e-06,-65.8931927
530,1.311236e-06,-68.2261356
531,1.3112572e-06,-63.2169873
532,1.3112784e-06,-65.4072121
533,1.3112996e-06,-63.4596085
534,1.3113208e-06,-65.8659662
535,1.311342e-06,-65.1864473
536,1.3113632e-06,-64.9288423
537,1.3113844e-06,-66.4241072
538,1.3114056e-06,-65.1432815
539,1.3114268e-06,-64.7166765
540,1.311448e-06,-66.1274889
541,1.3114692e-06,-62.126284
542,1.3114904e-06,-61.0873284
543,1.3115116e-06,-59.8610655
544,1.3115328e-06,-59.0921482
545,1.311554e-06,-57.894686
546,1.3115752e-06,-56.0958615
547,1.3115964e-06,-52.5978123
548,1.3116176e-06,-49.9922535
549,1.3116388e-06,-46.3849552
550,1.31166e-06,-41.8042951
551,1.3116812e-06,-36.2487798
552,1.3117023999999999e-06,-29.5287969
553,1.3117236e-06,-24.858148
554,1.3117448e-06,-19.5880444
555,1.311766e-06,-15.457678
556,1.3117872e-06,-12.1506895
557,1.3118084e-06,-12.5410968
558,1.3118295999999999e-06,-17.3443345
559,1.3118508e-06,-22.8799456
560,1.311872e-06,-28.029431
561,1.3118932e-06,-33.6935059
562,1.3119144e-06,-40.8065251
563,1.3119356e-06,-46.3696017
564,1.3119567999999999e-06,-50.663482
565,1.311978e-06,-55.4415655
566,1.3119992e-06,-56.861155
567,1.3120204e-06,-58.3913389
568,1.3120416e-06,-59.8144578
569,1.3120628e-06,-59.9800713
570,1.312084e-06,-60.3172895
571,1.3121052e-06,-60.865371
572,1.3121264e-06,-61.657306
573,1.3121476e-06,-64.221079
574,1.3121688e-06,-63.2525984
575,1.31219e-06,-63.4403427
576,1.3122112e-06,-63.1533718
577,1.3122324e-06,-63.5829504
578,1.3122536e-06,-66.0717405
579,1.3122748e-06,-62.0748265
580,1.312296e-06,-64.563191
581,1.3123172e-06,-65.0185589
582,1.3123384e-06,-69.2493665
583,1.3123596e-06,-67.1210656
584,1.3123808e-06,-69.0669905
585,1.312402e-06,-63.5360259
586,1.3124232e-06,-63.3496175
587,1.3124444e-06,-64.1478064
588,1.3124656e-06,-63.4158286
589,1.3124868e-06,-63.813593
590,1.312508e-06,-63.2960069
591,1.3125292e-06,-61.2032634
592,1.3125504e-06,-59.1687497
593,1.3125716e-06,-57.5696148
594,1.3125928e-06,-52.7356559
595,1.312614e-06,-48.0201164
596,1.3126352e-06,-42.9942458
597,1.3126564e-06,-38.1840676
598,1.3126776e-06,-33.8077524
599,1.3126988e-06,-28.6696309
600,1.31272e-06,-25.362779
601,1.3127411999999999e-06,-24.0625944
602,1.3127624e-06,-25.5820332
603,1.3127836e-06,-29.8554617
604,1.3128048e-06,-35.3389469
605,1.312826e-06,-41.7324933
606,1.3128472e-06,-47.3020216
607,1.3128683999999999e-06,-52.5744905
608,1.3128896e-06,-57.6934301
609,1.3129108e-06,-60.8805174
610,1.312932e-06,-64.1047305
611,1.3129532e-06,-64.275624
612,1.3129744e-06,-63.2124248
613,1.3129955999999999e-06,-62.4787905
614,1.3130168e-06,-63.7504043
615,1.313038e-06,-63.9538091
616,1.3130592e-06,-65.0551319
617,1.3130804e-06,-63.6172761
618,1.3131016e-06,-65.9427335
619,1.3131227999999999e-06,-68.1155837
620,1.313144e-06,-68.0455054
621,1.3131652e-06,-66.2211466
622,1.3131864e-06,-66.3639016
623,1.3132076e-06,-69.4193689
624,1.3132288e-06,-69.4193689
625,1.31325e-06,-66.1839623
626,1.3132712e-06,-64.867562
627,1.3132924e-06,-66.6886483
628,1.3133136e-06,-64.6966361
629,1.3133348e-06,-68.3881036
630,1.313356e-06,-63.5886844
631,1.3133772e-06,-68.4346986
632,1.3133984e-06,-66.5654524
633,1.3134196e-06,-66.6724728
634,1.3134408e-06,-63.7311908
635,1.313462e-06,-63.8447239
636,1.3134832e-06,-62.5471683
637,1.3135044e-06,-62.034523
638,1.3135256e-06,-58.8970596
639,1.3135468e-06,-56.1158027
640,1.313568e-06,-52.2259191
641,1.3135892e-06,-47.3309005
642,1.3136104e-06,-43.2059894
643,1.3136316e-06,-39.3169186
644,1.3136528e-06,-35.1771544
645,1.313674e-06,-32.9324322
646,1.3136952e-06,-33.345854
647,1.3137164e-06,-37.3391663
648,1.3137376e-06,-42.3365667
649,1.3137588e-06,-47.3359742
650,1.31378e-06,-53.3609276
651,1.3138012e-06,-57.2078146
652,1.3138224e-06,-59.9366282
653,1.3138436e-06,-62.0263735
654,1.3138648e-06,-62.7723009
655,1.313886e-06,-65.3275624
656,1.3139071999999999e-06,-66.2792146
657,1.3139284e-06,-64.7876813
658,1.3139496e-06,-65.863705
659,1.3139708e-06,-65.3955988
660,1.313992e-06,-67.3074848
661,1.3140132e-06,-64.4842025
662,1.3140343999999999e-06,-64.3980901
663,1.3140556e-06,-66.6561634
664,1.3140768e-06,-64.6516973
665,1.314098e-06,-67.9542718
666,1.3141192e-06,-64.721639
667,1.3141404e-06,-67.172706
668,1.3141615999999999e-06,-69.4116865
669,1.3141828e-06,-68.3256059
670,1.314204e-06,-69.4116865
671,1.3142252e-06,-62.9608092
672,1.3142464e-06,-68.253904
673,1.3142676e-06,-63.5267769
674,1.3142887999999999e-06,-65.0956669
675,1.31431e-06,-63.9713193
676,1.3143312e-06,-62.7977327
677,1.3143524e-06,-62.8635897
678,1.3143736e-06,-62.5402518
679,1.3143948e-06,-65.5484489
680,1.3144159999999999e-06,-63.295113
681,1.3144372e-06,-61.9094379
682,1.3144584e-06,-61.0032077
683,1.3144796e-06,-58.7341849
684,1.3145008e-06,-55.5524452
685,1.314522e-06,-51.8588542
686,1.3145431999999999e-06,-47.5436339
687,1.3145644e-06,-44.4322747
688,1.3145856e-06,-40.171324
689,1.3146068e-06,-37.9702136
690,1.314628e-06,-37.4559141
691,1.3146492e-06,-39.1085059
692,1.3146704e-06,-42.7996908
693,1.3146916e-06,-48.5974655
694,1.3147128e-06,-52.7188417
695,1.314734e-06,-57.0813449
696,1.3147552e-06,-59.2824839
697,1.3147764e-06,-60.1184003
698,1.3147976e-06,-63.7412822
699,1.3148188e-06,-63.2038393
700,1.31484e-06,-63.3137438
701,1.3148612e-06,-66.3052342
702,1.3148824e-06,-64.8958968
703,1.3149036e-06,-64.7308347
704,1.3149248e-06,-62.888261
705,1.314946e-06,-65.4873133
706,1.3149672e-06,-67.7257367
707,1.3149884e-06,-68.417076
708,1.3150096e-06,-68.527328
709,1.3150308e-06,-69.4042001
710,1.315052e-06,-64.3372206
711,1.3150731999999999e-06,-67.6776607
712,1.3150944e-06,-64.5269579
713,1.3151156e-06,-69.4042001
714,1.3151368e-06,-64.3342676
715,1.315158e-06,-68.1177538
716,1.3151792e-06,-69.4027408
717,1.3152003999999999e-06,-64.7854132
718,1.3152216e-06,-64.8611479
719,1.3152428e-06,-67.9480049
720,1.315264e-06,-65.8389093
721,1.3152852e-06,-64.8783589
722,1.3153064e-06,-69.1357304
723,1.3153275999999999e-06,-67.8948407
724,1.3153488e-06,-62.2872527
725,1.31537e-06,-63.5829504
726,1.3153912e-06,-63.3590405
727,1.3154124e-06,-62.3262631
728,1.3154336e-06,-59.2763858
729,1.3154547999999999e-06,-56.6403012
730,1.315476e-06,-52.5727949
731,1.3154972e-06,-48.7653172
732,1.3155184e-06,-44.3884958
733,1.3155396e-06,-41.7929469
734,1.3155608e-06,-40.4131003
735,1.3155819999999999e-06,-41.4604967
736,1.3156032e-06,-44.5284679
737,1.3156244e-06,-49.9487552
738,1.3156456e-06,-53.9996516
739,1.3156668e-06,-57.6090152
740,1.315688e-06,-59.2829097
741,1.3157091999999999e-06,-61.4301675
742,1.3157304e-06,-61.949641
743,1.3157516e-06,-63.4226344
744,1.3157728e-06,-64.8958968
745,1.315794e-06,-62.3979298
746,1.3158152e-06,-63.319852
747,1.3158363999999999e-06,-63.7742919
748,1.3158576e-06,-63.2945767
749,1.3158788e-06,-67.2170221
750,1.3159e-06,-64.7500342
751,1.3159212e-06,-64.6353599
752,1.3159424e-06,-66.1679994
753,1.3159635999999999e-06,-63.6754206
754,1.3159848e-06,-65.5264304
755,1.316006e-06,-69.3965444
756,1.3160272e-06,-65.4657491
757,1.3160484e-06,-66.911587
758,1.3160696e-06,-63.7969068
759,1.3160908e-06,-66.2220233
760,1.3161119999999999e-06,-69.3965444
761,1.3161332e-06,-66.1154947
762,1.3161544e-06,-67.0525871
763,1.3161756e-06,-64.1959306
764,1.3161968e-06,-64.7766043
765,1.316218e-06,-66.5438701
766,1.3162391999999999e-06,-66.99417
767,1.3162604e-06,-67.2886132
768,1.3162816e-06,-63.6244053
769,1.3163028e-06,-64.4320982
770,1.316324e-06,-63.7926951
771,1.3163452e-06,-63.9295369
772,1.3163663999999999e-06,-61.686583
773,1.3163876e-06,-59.5708585
774,1.3164088e-06,-56.3039474
